job_id,job_title,company,requirement_id,normalized_requirement,source_text,importance,gt_label,pred_label,outcome,transition,gt_evidence_ids,pred_evidence_ids,pred_evidence_all_valid,grounding_valid,is_or_list,is_compound,gt_uses_evidence,pred_uses_evidence,normalized_reason,root_cause_groups
tencent:2052527703940313088,证券-AI产品经理-金融AI应用体验方向,腾讯,reqv2_07a1d9a0a5524dc6,数据驱动与 AI 评测能力,有较好的数据驱动与科学评估能力，能设计并运用数据集/评测集等科学评估方法来衡量与推动Ai体验的效果，,Important,Partial,Partial,correct,Partial->Partial,resume_extracted:19|resume_extracted:22|resume_extracted:resume:1:ai_experience:11,resume_extracted:19|resume_extracted:22|resume_extracted:resume:1:ai_experience:11|resume_extracted:30,True,True,False,False,True,True,"候选人具备数据分析、KPI 监控、模型性能评估和特征工程经验,但缺少针对 AI 体验设计评测集或科学评估方法来衡量与推动效果的具体案例。",
greenhouse:4186650005,Data Product Manager,SES AI,reqv2_8b7d40841783169e,battery-industry big-data / algorithm product experience,"Bachelor’s degree or above, more than 3 years of data or algorithm product experience, with battery industry big data and algorithm product experience is preferred",Preferred,Missing,Missing,correct,Missing->Missing,,,,True,False,False,False,False,当前已验证的简历与经历事实中，暂未找到支持该要求的证据。,
greenhouse:4186650005,Data Product Manager,SES AI,reqv2_b6366022b1c1d5ae,product prototyping tools (Axure),"Proficient in Axure and other product prototype tools; familiar with Tableau, PowerBI, FineBI, SQL and other data analysis tools is preferred",Important,Missing,Missing,correct,Missing->Missing,,,,True,False,False,False,False,当前已验证的简历与经历事实中，暂未找到支持该要求的证据。,
greenhouse:4186650005,Data Product Manager,SES AI,reqv2_eb1153f86b18ee41,data analysis tools (Tableau/PowerBI/FineBI/SQL),"Proficient in Axure and other product prototype tools; familiar with Tableau, PowerBI, FineBI, SQL and other data analysis tools is preferred",Preferred,Partial,Strong,incorrect,Partial->Strong,resume_extracted:18|resume_extracted:resume:1:skills:4,resume_extracted:18|resume_extracted:30|resume_extracted:resume:1:skills:4|resume_extracted:19,True,True,False,False,True,True,"候选人在KPay实习期间搭建数据架构并设计SQL触发器,在多个项目中使用Python处理百万级数据并开展可视化,具备扎实的SQL和数据分析能力。",skill_list_as_deep_proficiency|project_overgeneralized|compound_only_partly_covered
tencent:2077246089718837248,光子 AI-数据平台产品经理,腾讯,reqv2_f2105cecb6db9371,B 端 / 数据 / AI / 研发效能平台或企业内部系统产品经验,1.本科及以上学历，3 年以上产品经理经验，有 B 端平台、数据平台、AI 平台、研发效能平台或企业内部系统产品经验优先；,Preferred,Partial,Partial,correct,Partial->Partial,resume_extracted:28,resume_extracted:18|resume_extracted:21|resume_extracted:23|resume_extracted:28,True,True,True,True,True,True,候选人具备数据平台和AI平台产品经验，在KPay Group搭建过数据架构与ETL流程，在中国电子云参与过AI大模型产品需求讨论和竞品分析，并在GoFin项目中负责LLM集成和RAG应用。但缺少完整的B端平台或研发效能平台全生命周期产品管理经验。,
tencent:2077246089718837248,光子 AI-数据平台产品经理,腾讯,reqv2_5b0126d99d34bf17,结构化思维：将复杂业务拆解为产品模块 / 数据流程 / 权限,2.具备较强的结构化思维和抽象能力，能够将复杂业务流程拆解为清晰的产品模块、数据流程和权限关系；,Important,Strong,Strong,correct,Strong->Strong,resume_extracted:18|resume_extracted:28|resume_extracted:resume:1:technical_experience:8,resume_extracted:16|resume_extracted:18|resume_extracted:28|resume_extracted:resume:1:technical_experience:8,True,True,False,False,True,True,候选人展现出较强的结构化思维能力，在KPay Group设计过渠道伙伴增长策略与运营框架、搭建潜客数据架构与归因逻辑，在GoFin项目中负责产品流程、User Stories和跨职能交付，能够将复杂业务拆解为清晰的产品模块和数据流程。,
tencent:2013806539382611968,大数据产品经理（深圳/北京）,腾讯,reqv2_91500289fe78e7b4,数据开发 / 分析 / SQL / 指标体系 / 元数据 / 数据血缘 / 数据质量,熟悉数据开发、数据分析、SQL、指标体系、元数据、数据血缘、数据质量等基础概念；,Important,Partial,Partial,correct,Partial->Partial,resume_extracted:18|resume_extracted:19|resume_extracted:resume:1:skills:4,resume_extracted:18|resume_extracted:19|resume_extracted:30|resume_extracted:resume:1:skills:4,True,True,False,False,True,True,候选人具备SQL和数据分析实践经验，在KPay实习期间搭建过数据架构和ETL流程，但简历中未体现对元数据、数据血缘、数据质量等数据治理概念的直接实践经验，仅有技能关键词不足以证明深度掌握。,
tencent:2013806539382611968,大数据产品经理（深圳/北京）,腾讯,reqv2_d9a6fa37fdf720f1,将数据工作流抽象为可执行可评估的产品方案,具备复杂业务场景抽象能力，能够将数据工作流程拆解为可理解、可执行、可评估的产品方案；,Important,Strong,Partial,incorrect,Strong->Partial,resume_extracted:18|resume_extracted:28|resume_extracted:resume:1:technical_experience:8,resume_extracted:16|resume_extracted:28|resume_extracted:19|resume_extracted:resume:1:technical_experience:8,True,True,False,False,True,True,候选人在KPay实习中设计过渠道增长策略与运营框架，在GoFin项目中负责产品流程和Backlog管理，展现了一定的业务抽象能力，但将数据工作流拆解为可执行可评估方案的直接证据有限。,no_metric_or_outcome_downgrade
tencent:2013806539382611968,大数据产品经理（深圳/北京）,腾讯,reqv2_5ec2efa78f7f63d9,技术沟通与跨研发协作能力,具备良好的技术沟通能力，能与算法、后端、前端、数据平台研发高效协作；,Important,Strong,Strong,correct,Strong->Strong,resume_extracted:28|resume_extracted:resume:1:product_experience:5,resume_extracted:resume:1:product_experience:5|resume_extracted:20|resume_extracted:21|resume_extracted:28,True,True,False,False,True,True,候选人在GoFin项目中协调过前端、后端、AI、数据库和测试等跨职能团队，在KPay实习期间为增长、合作和运营团队提供数据洞察，具备良好的技术沟通与跨研发协作能力。,
tencent:2047239002926510080,金融科技-AI数据产品经理-数据开发方向,腾讯,reqv2_a6ad3fd74c22598d,理解数仓架构、熟悉数据开发与治理流程,了解数仓架构，熟悉数据开发和治理流程，熟练应用SQL语言；,Important,Partial,UNRECONCILED,unreconciled,unreconciled,resume_extracted:18|resume_extracted:resume:1:technical_experience:8,,,,False,False,True,False,,
tencent:2047239002926510080,金融科技-AI数据产品经理-数据开发方向,腾讯,reqv2_b6da57f753507117,熟练使用 SQL,熟练应用SQL语言；,Important,Strong,UNRECONCILED,unreconciled,unreconciled,resume_extracted:18|resume_extracted:resume:1:skills:4,,,,False,False,True,False,,
tencent:2047239002926510080,金融科技-AI数据产品经理-数据开发方向,腾讯,reqv2_b6cf969fde1203cf,数据产品策划或运营经验,有数据产品策划运营经验，,Important,Partial,UNRECONCILED,unreconciled,unreconciled,resume_extracted:16|resume_extracted:18|resume_extracted:28,,,,False,False,True,False,,
tencent:2047239002926510080,金融科技-AI数据产品经理-数据开发方向,腾讯,reqv2_8e372cde74f05aee,逻辑思维与数据分析能力,具备良好的逻辑思维和数据分析能力、,Important,Strong,UNRECONCILED,unreconciled,unreconciled,resume_extracted:19|resume_extracted:20|resume_extracted:30,,,,False,False,True,False,,
tencent:2047239002926510080,金融科技-AI数据产品经理-数据开发方向,腾讯,reqv2_ffe28d59054b4e26,沟通与项目管理能力,优秀的沟通与项目管理能力，,Important,Strong,UNRECONCILED,unreconciled,unreconciled,resume_extracted:28|resume_extracted:resume:1:product_experience:5,,,,False,False,True,False,,
tencent:2047239002926510080,金融科技-AI数据产品经理-数据开发方向,腾讯,reqv2_468aa07a31e8d40c,LLM、Prompt、RAG 与 Agent 实践经验,熟悉大模型（LLM）和AI应用，具备Prompt工程、RAG、Agent等实践经验，,Important,Partial,UNRECONCILED,unreconciled,unreconciled,resume_extracted:28|resume_extracted:resume:1:ai_experience:0|resume_extracted:resume:1:ai_experience:4,,,,False,True,True,False,,
tencent:2047239002926510080,金融科技-AI数据产品经理-数据开发方向,腾讯,reqv2_892a54d1bde059a0,评估 AI 方案的业务价值与可行性,能结合业务场景评估AI方案的价值和可行性；,Important,Strong,UNRECONCILED,unreconciled,unreconciled,resume_extracted:21|resume_extracted:28,,,,False,False,True,False,,
tencent:2047239002926510080,金融科技-AI数据产品经理-数据开发方向,腾讯,reqv2_dc5ab6550342d109,金融行业相关从业经验,有金融行业相关从业经验加分，如反洗钱、支付、风控、金融合规等；,Preferred,Strong,UNRECONCILED,unreconciled,unreconciled,resume_extracted:16|resume_extracted:24|resume_extracted:26|resume_extracted:resume:1:domain_experience:0,,,,False,False,True,False,,
tencent:2047239002926510080,金融科技-AI数据产品经理-数据开发方向,腾讯,reqv2_c69557b2d2e39287,具备技术背景,岗位需具备一定技术背景，,Important,Strong,UNRECONCILED,unreconciled,unreconciled,resume_extracted:resume:1:education:1|resume_extracted:18|resume_extracted:30,,,,False,False,True,False,,
baidu:105aafd8-a50f-4ef6-aad3-d0a729f5e4a8,产品经理实习生（J104146）,百度,reqv2_4221bc9552f276d2,互联网相关实习经历,热爱互联网，有互联网实习经历优先,Preferred,Strong,Strong,correct,Strong->Strong,resume_extracted:16|resume_extracted:21,resume_extracted:16|resume_extracted:18|resume_extracted:19|resume_extracted:21,True,True,False,False,True,True,候选人在KPay Group担任数据分析/增长运营实习生，负责渠道增长策略、数据架构与ETL、转化优化等典型互联网运营工作；在中国电子云担任AI大模型实习生，参与产品需求和竞品分析，均为互联网公司实习经历。,
baidu:1270fb70-730e-4569-9385-b013690e607d,北京-用户产品经理(J100806),百度,reqv2_3961432f6ab7ec4d,计算机或信息管理相关专业,本科及以上学历，计算机、信息管理等相关专业优先,Preferred,Strong,Strong,correct,Strong->Strong,resume_extracted:resume:1:education:0|resume_extracted:resume:1:education:1,resume_extracted:resume:1:education:1|resume_extracted:resume:1:education:0,True,True,False,False,True,True,候选人拥有厦门大学软件工程学士学位，直接满足计算机相关专业要求。此外还持有UNSW信息技术（AI）硕士学位，进一步强化了专业匹配度。,
baidu:1270fb70-730e-4569-9385-b013690e607d,北京-用户产品经理(J100806),百度,reqv2_780704b34f49eddb,用户同理心与数据洞察用户需求,有较强的用户同理心，善于从数据中发现用户需求,Important,Strong,Strong,correct,Strong->Strong,resume_extracted:19|resume_extracted:20|resume_extracted:27,resume_extracted:19|resume_extracted:20|resume_extracted:21|resume_extracted:27,True,True,False,False,True,True,候选人在KPay Group通过数据分析优化转化路径、构建业务分析报告为团队提供数据洞察，在中国电子云参与产品需求讨论并分析用户场景，在光大银行分析客户反馈并提出优化建议，充分展现了用户同理心与从数据中发现需求的能力。,
tencent:1994013057063473152,企业微信-基础产品经理,腾讯,reqv2_2c48e151d8271b86,产品设计与功能策划经验,对产品设计有饱满热情，在功能策划上有一定经验和能力；,Important,Strong,Partial,incorrect,Strong->Partial,resume_extracted:28|resume_extracted:resume:1:product_experience:9,resume_extracted:21|resume_extracted:28|resume_extracted:resume:1:product_experience:9|resume_extracted:23,True,True,False,False,True,True,候选人在中国电子云参与产品需求讨论和用户场景分析，在GoFin项目担任Product Owner负责需求和产品流程管理，具备产品设计相关经验。但简历中缺少完整的功能策划案例和从0到1的产品设计经历，功能策划的深度和广度有待进一步验证。,completeness_or_fullflow_demanded
tencent:1994013057063473152,企业微信-基础产品经理,腾讯,reqv2_593ead863ea05b72,观察分析并识别关键问题,善于观察和分析，善于发现关键问题，分清主次矛盾，,Important,Strong,Strong,correct,Strong->Strong,resume_extracted:19|resume_extracted:20|resume_extracted:27,resume_extracted:19|resume_extracted:27|resume_extracted:resume:1:product_experience:7|resume_extracted:20,True,True,False,False,True,True,候选人在KPay Group通过数据分析优化转化路径、建立KPI监控体系，在中国光大银行分析客户反馈并提出优化建议，在GoFin项目收集分析客户反馈，展现了观察分析和识别关键问题的能力。多个实习和项目经历证明候选人善于从数据和用户反馈中发现问题并提出解决方案。,
tencent:1994013057063473152,企业微信-基础产品经理,腾讯,reqv2_595484b60afecce0,逻辑抽象与系统思考能力,具备很好的逻辑抽象能力，和框架系统思考的能力；,Important,Strong,Strong,correct,Strong->Strong,resume_extracted:18|resume_extracted:28|resume_extracted:resume:1:technical_experience:8,resume_extracted:16|resume_extracted:18|resume_extracted:28|resume_extracted:resume:1:technical_experience:8,True,True,False,False,True,True,候选人在KPay Group设计渠道伙伴增长策略与运营框架、搭建潜客数据架构与自动化ETL，在GoFin项目负责产品流程和跨职能交付，展现了逻辑抽象和系统思考能力。数据架构设计和增长策略框架的构建经历证明候选人具备框架化思维和系统设计能力。,
tencent:2078278970276753408,腾讯云-经营系统产品经理,腾讯,reqv2_f982055a8756f25d,熟悉企业经营管理流程,1.本科及以上学历，3年及以上ToB互联网产品策划经验，熟悉企业经营管理流程，参与建立或优化企业合同管理流程及合同管理系统设计的优先；,Important,Missing,Partial,incorrect,Missing->Partial,,resume_extracted:16|resume_extracted:resume:1:domain_experience:3,True,True,True,False,False,True,候选人在KPay Group设计过渠道伙伴增长策略与运营框架，具备一定ToB业务理解，但简历中未体现对企业经营管理流程的系统性认知或实践经验。,domain_adjacency
tencent:2078278970276753408,腾讯云-经营系统产品经理,腾讯,reqv2_797f42487cad1cf5,企业合同管理流程 / 系统设计经验,1.本科及以上学历，3年及以上ToB互联网产品策划经验，熟悉企业经营管理流程，参与建立或优化企业合同管理流程及合同管理系统设计的优先；,Preferred,Missing,Missing,correct,Missing->Missing,,,,True,True,False,False,False,当前已验证的简历与经历事实中，暂未找到支持该要求的证据。,
tencent:2078278970276753408,腾讯云-经营系统产品经理,腾讯,reqv2_bee05a7871209904,沟通协调与跨团队沟通能力,2.有良好的沟通协调能力，能胜任跨团队沟通；,Important,Strong,Strong,correct,Strong->Strong,resume_extracted:28|resume_extracted:resume:1:product_experience:5,resume_extracted:28|resume_extracted:resume:1:product_experience:5|resume_extracted:20|resume_extracted:23,True,True,False,False,True,True,候选人在GoFin项目中担任Product Owner，负责跨职能团队协调（前端、后端、AI、数据库、测试），并在多个实习岗位中展现了良好的沟通协调能力。,
tencent:2041409199149314048,腾讯会议-评测产品经理,腾讯,reqv2_6907a4e2deac1add,计算机 / AI / 语言学 / 数据分析 / 人机交互相关专业,1.本科及以上学历，计算机、人工智能、语言学、数据分析、人机交互或相关专业优先；,Preferred,Strong,Strong,correct,Strong->Strong,resume_extracted:resume:1:education:0|resume_extracted:resume:1:education:1,resume_extracted:resume:1:education:0|resume_extracted:resume:1:education:1,True,True,True,False,True,True,"候选人拥有厦门大学软件工程学士学位,目前在读UNSW信息技术(AI)双硕士,完全符合计算机/AI相关专业要求。",
tencent:2041409199149314048,腾讯会议-评测产品经理,腾讯,reqv2_2a8d6b3110257858,AI / 策略 / 评测产品相关经验,2.具备AI 产品经理、策略产品经理或评测产品相关经验，有ASR、大模型、智能对话、AI搜索、语音助手等方向经验者优先；,Important,Partial,Partial,correct,Partial->Partial,resume_extracted:28|resume_extracted:21,resume_extracted:21|resume_extracted:28|resume_extracted:resume:1:ai_experience:0|resume_extracted:resume:1:product_experience:9,True,True,True,True,True,True,"候选人有中国电子云AI大模型实习经历,参与产品需求讨论和大模型应用探索,在GoFin项目中担任Product Owner负责LLM集成。但缺乏明确的策略产品经理或评测产品经验,现有经验深度和完整度有限。",
tencent:2041409199149314048,腾讯会议-评测产品经理,腾讯,reqv2_23a50d8ef3c57335,ASR / 大模型 / 智能对话 / AI 搜索 / 语音助手方向经验,2.具备AI 产品经理、策略产品经理或评测产品相关经验，有ASR、大模型、智能对话、AI搜索、语音助手等方向经验者优先；,Preferred,Strong,Partial,incorrect,Strong->Partial,resume_extracted:28|resume_extracted:resume:1:ai_experience:0,resume_extracted:21|resume_extracted:28|resume_extracted:resume:1:ai_experience:0|resume_extracted:resume:1:ai_experience:4,True,True,True,True,True,True,"候选人有大模型应用开发和RAG文件分析经验,在中国电子云参与过大模型应用方向探索。但简历中未体现ASR、智能对话、AI搜索或语音助手等具体方向的直接项目经验。",specific_product_type_not_credited
xsolla:252b30e5-ce58-4a32-88b3-07ee83d06e67,AI-First Engineering Intern,Xsolla,reqv2_866eff0ae6a7bf23,already uses AI tooling to build/ship faster,"You build things because you want to, and that you already use AI to do it faster.",Important,Partial,Strong,incorrect,Partial->Strong,resume_extracted:28|resume_extracted:resume:1:ai_experience:0,resume_extracted:28|resume_extracted:29|resume_extracted:21|resume_extracted:resume:1:ai_experience:0,True,True,False,False,True,True,"候选人在GoFin项目中负责LLM集成和RAG应用开发,在电商评论情感分析项目中完成模型训练评估,并在中国电子云实习期间参与大模型应用探索,证明已在实际项目中使用AI工具提升开发效率。",skill_list_as_deep_proficiency|project_overgeneralized
xsolla:252b30e5-ce58-4a32-88b3-07ee83d06e67,AI-First Engineering Intern,Xsolla,reqv2_c6d51578e66e9757,side projects / self-shipped personal projects,"You have side projects, hackathon entries, open-source contributions, or something you shipped just because you were curious.",Important,Strong,Strong,correct,Strong->Strong,resume_extracted:29|resume_extracted:30,resume_extracted:28|resume_extracted:29|resume_extracted:30,True,True,False,False,True,True,"候选人完成了GoFin智能财务目标管理平台、电商评论情感分析NLP项目和银行账户欺诈数据分析等多个个人项目,展示了主动构建和交付产品的能力。",
huawei:28183,AI大模型架构师（训练/推理）,华为,reqv2_c88202cea56f40e4,逻辑/概率思维、分析归纳、沟通与问题解决能力,2. 有较强的逻辑/概率思维能力，善于分析、归纳、描述、沟通、和解决问题；,Important,Strong,Strong,correct,Strong->Strong,resume_extracted:19|resume_extracted:30|resume_extracted:28,resume_extracted:19|resume_extracted:20|resume_extracted:resume:1:product_experience:5|resume_extracted:resume:1:product_experience:7,True,True,False,False,True,True,"候选人在多个项目中展现了逻辑分析、归纳和问题解决能力,包括数据分析优化转化路径、构建业务分析报告、跨职能团队协调和客户反馈分析。",
huawei:28183,AI大模型架构师（训练/推理）,华为,reqv2_760a977b196001a0,独立承担系统设计、开发与调测,3. 能独立承担系统设计、开发、调测等开发任务；,Important,Partial,Partial,correct,Partial->Partial,resume_extracted:28|resume_extracted:resume:1:technical_experience:8,resume_extracted:18|resume_extracted:resume:1:technical_experience:8|resume_extracted:resume:1:product_experience:9,True,True,False,False,True,True,"候选人有数据架构设计、ETL 搭建和产品迭代交付经验,但缺少完整系统从设计到调测的独立开发证据。",
huawei:28183,AI大模型架构师（训练/推理）,华为,reqv2_a7e657643b65384a,快速掌握新技术的能力,4. 能快速接受和掌握新技术，有较强的独立、主动的学习能力。,Important,Partial,Strong,incorrect,Partial->Strong,resume_extracted:21|resume_extracted:28|resume_extracted:29,resume_extracted:21|resume_extracted:28|resume_extracted:resume:1:ai_experience:0|resume_extracted:resume:1:ai_experience:4,True,True,False,False,True,True,"候选人在 AI 大模型实习中参与产品需求讨论和大模型应用探索,在 GoFin 项目中完成 LLM 集成和 RAG 应用,展现了快速掌握新技术的能力。",project_overgeneralized
huawei:28183,AI大模型架构师（训练/推理）,华为,reqv2_c2f1c7d80e0cbd8a,熟练使用 Python 与 C++,1. 熟练掌握 Python、C++等编程语言；,Important,Partial,Partial,correct,Partial->Partial,resume_extracted:resume:1:skills:0|resume_extracted:resume:1:skills:1|resume_extracted:30,resume_extracted:resume:1:skills:0|resume_extracted:resume:1:skills:1|resume_extracted:30,True,True,False,False,True,True,"简历列出 Python 和 C/C++ 技能,并有 Python 处理百万级数据的项目经验,但缺少 C++ 深度使用的具体证据。",
huawei:28183,AI大模型架构师（训练/推理）,华为,reqv2_1c9199d15075aa37,大模型精度调优、基模或强化学习训练经验,5. 有大模型精度调优经验，有基模训练经验或者RL训练经验,Important,Missing,Partial,incorrect,Missing->Partial,,resume_extracted:29|resume_extracted:30|resume_extracted:resume:1:ai_experience:11,True,True,True,False,False,True,"候选人有模型训练评估和性能评估经验,但缺少大模型精度调优、基模训练或强化学习训练的直接证据。",technology_adjacency|general_model_experience_credited
huawei:28183,AI大模型架构师（训练/推理）,华为,reqv2_80ee520d35aba9cc,熟悉 vLLM、SGLang 等大模型推理框架,7. 熟悉大模型推理框架(如vLLM、SGLang等)优先,Preferred,Missing,Missing,correct,Missing->Missing,,,,True,False,False,False,False,当前已验证的简历与经历事实中，暂未找到支持该要求的证据。,
huawei:28183,AI大模型架构师（训练/推理）,华为,reqv2_add5785a52626200,GPU 或国产计算卡算子开发经验,8. 有GPU/国产计算卡算子开发经验优先,Preferred,Missing,Missing,correct,Missing->Missing,,,,True,False,False,False,False,当前已验证的简历与经历事实中，暂未找到支持该要求的证据。,
huawei:28183,AI大模型架构师（训练/推理）,华为,reqv2_c9a1b9d71f995b37,顶级会议论文发表,9. 有顶会论文者优先,Preferred,Missing,Missing,correct,Missing->Missing,,,,True,False,False,False,False,当前已验证的简历与经历事实中，暂未找到支持该要求的证据。,
tencent:2064981110395420672,微信-语音识别算法工程师,腾讯,reqv2_ddd61beb368e5153,计算机 / 人工智能 / 语音信号处理相关专业,1.计算机、人工智能、语音信号处理等相关专业，硕士及以上学历优先；,Preferred,Strong,Partial,incorrect,Strong->Partial,resume_extracted:resume:1:education:0|resume_extracted:resume:1:education:1,resume_extracted:resume:1:education:0|resume_extracted:resume:1:education:1,True,True,False,False,True,True,候选人在读UNSW信息技术（AI）硕士和厦门大学软件工程学士，专业方向与计算机和人工智能相关，但简历未显示语音信号处理专业背景。,unclassified
tencent:2064981110395420672,微信-语音识别算法工程师,腾讯,reqv2_ffe72039c28ab86a,硕士及以上学历,1.计算机、人工智能、语音信号处理等相关专业，硕士及以上学历优先；,Preferred,Strong,Strong,correct,Strong->Strong,resume_extracted:resume:1:education:0,resume_extracted:resume:1:education:0,True,True,False,False,True,True,候选人当前在读UNSW商学/信息技术双硕士（2024.09-2026.9），符合硕士及以上学历要求。,
tencent:2064981110395420672,微信-语音识别算法工程师,腾讯,reqv2_db1d8efa4071bf5f,流式语音识别模型研发经验（模型训练 / 流式解码 / 延迟优化）,2.具备流式语音识别模型研发经验，熟悉模型训练、流式解码、状态缓存和延迟优化；,Important,Missing,Partial,incorrect,Missing->Partial,,resume_extracted:21|resume_extracted:22|resume_extracted:29|resume_extracted:resume:1:ai_experience:11,True,True,False,False,False,True,候选人具备AI大模型实习经验、NLP情感分析项目中的模型训练评估能力，以及模型性能评估技能，但缺少流式语音识别模型、流式解码、状态缓存和延迟优化的直接研发经验。,technology_adjacency|general_model_experience_credited
baidu:0f336f8e-a440-4ebb-a45a-5554b493e527,北京-策略产品经理(J100784),百度,reqv2_11b4fc87edba9c18,计算机 / 统计学 / 数学相关专业,本科及以上学历，计算机、统计学、数学等相关专业优先,Preferred,Strong,Partial,incorrect,Strong->Partial,resume_extracted:resume:1:education:0|resume_extracted:resume:1:education:1,resume_extracted:resume:1:education:1|resume_extracted:resume:1:education:0,True,True,False,False,True,True,候选人拥有软件工程学士学位和AI方向双硕士在读背景，虽非计算机/统计学/数学的直接对口专业，但软件工程和AI技术方向与数据分析岗位高度相关。,unclassified
baidu:0f336f8e-a440-4ebb-a45a-5554b493e527,北京-策略产品经理(J100784),百度,reqv2_3d6e9ecaea7fb1e3,较强的数据分析能力,具备较强的数据分析能力，熟练使用SQL等数据工具,Important,Strong,Strong,correct,Strong->Strong,resume_extracted:19|resume_extracted:20|resume_extracted:30,resume_extracted:19|resume_extracted:30|resume_extracted:20|resume_extracted:22,True,True,False,False,True,True,"候选人在KPay Group通过数据分析优化转化路径并建立KPI监控体系,在银行账户欺诈项目中处理百万级数据并完成EDA和模型评估,在多个岗位中构建业务分析报告并提供数据洞察,展现出扎实的数据分析能力。",
baidu:0f336f8e-a440-4ebb-a45a-5554b493e527,北京-策略产品经理(J100784),百度,reqv2_9aba33d812261db8,熟练使用 SQL 等数据工具,具备较强的数据分析能力，熟练使用SQL等数据工具,Important,Strong,Strong,correct,Strong->Strong,resume_extracted:18|resume_extracted:resume:1:skills:4,resume_extracted:18|resume_extracted:resume:1:skills:4|resume_extracted:resume:1:technical_experience:8,True,True,False,False,True,True,"候选人在KPay Group搭建潜客数据架构并设计SQL触发器和归因逻辑,简历技能中明确列出SQL,并在数据架构设计方面有实战经验,证明具备熟练的SQL使用能力。",
baidu:f9302c30-aace-449e-8a6d-97c53f4dbf53,大模型策略产品经理（J97330）,百度,reqv2_8c4d70d605961309,戏剧影视文学、创意写作或文学相关专业,-本科及以上学历，戏剧影视文学、创意写作、文学等相关专业优先,Preferred,Missing,Missing,correct,Missing->Missing,,,,True,False,False,False,False,当前已验证的简历与经历事实中，暂未找到支持该要求的证据。,
baidu:f9302c30-aace-449e-8a6d-97c53f4dbf53,大模型策略产品经理（J97330）,百度,reqv2_6357d38814ca4445,理解小说、剧本及直播脚本的创作全流程,-行业理解：深刻理解小说、剧本、直播脚本的创作全流程，,Important,Missing,Missing,correct,Missing->Missing,,,,True,False,True,False,False,当前已验证的简历与经历事实中，暂未找到支持该要求的证据。,
baidu:f9302c30-aace-449e-8a6d-97c53f4dbf53,大模型策略产品经理（J97330）,百度,reqv2_0b5191a0696ab0a6,内容审美直觉与可拆解方法论,对“什么是好内容”有敏锐的直觉与可拆解的方法论,Important,Missing,Partial,incorrect,Missing->Partial,,resume_extracted:21|resume_extracted:27|resume_extracted:resume:1:product_experience:7|resume_extracted:23,True,True,False,False,False,True,"候选人具备产品需求分析、用户场景分析和客户反馈分析能力,体现一定的内容判断力,但缺乏针对文学创作内容的审美方法论。",unclassified
baidu:f9302c30-aace-449e-8a6d-97c53f4dbf53,大模型策略产品经理（J97330）,百度,reqv2_625b09ad16b202a8,短视频、短剧或漫剧行业资深从业经验,-加分项：有短视频、短剧、漫剧行业资深从业经验者优先；,Preferred,Missing,Missing,correct,Missing->Missing,,,,True,False,False,False,False,当前已验证的简历与经历事实中，暂未找到支持该要求的证据。,
tencent:2083093175941115904,腾讯视频-增长产品经理,腾讯,reqv2_b741297aa944df7f,用户增长、增长运营或内容平台产品经验,有用户增长、增长运营或内容平台产品经验优先；,Preferred,Strong,Partial,incorrect,Strong->Partial,resume_extracted:16|resume_extracted:19|resume_extracted:resume:1:domain_experience:3,resume_extracted:16|resume_extracted:resume:1:domain_experience:3,True,True,True,False,True,True,"候选人在KPay Group担任增长运营实习生,设计渠道伙伴增长策略并支持支付业务增长,具备增长运营经验。但缺乏明确的用户增长或内容平台产品经验的直接证据。",unclassified
tencent:2083093175941115904,腾讯视频-增长产品经理,腾讯,reqv2_02360706ab26d285,增长方法论与项目落地经验,2.具备完整的增长方法论与项目落地经验，,Important,Strong,Partial,incorrect,Strong->Partial,resume_extracted:16|resume_extracted:19,resume_extracted:16|resume_extracted:19|resume_extracted:20,True,True,False,False,True,True,"候选人在增长运营实习中设计了渠道增长策略与运营框架,并通过数据分析优化转化路径,显示具备一定的增长实践。但简历中未体现完整的增长方法论体系或端到端项目落地的详细案例。",completeness_or_fullflow_demanded|no_metric_or_outcome_downgrade
tencent:2083093175941115904,腾讯视频-增长产品经理,腾讯,reqv2_55b9c7ddc30bd02b,数据敏感度与逻辑能力,数据敏感度高，逻辑清晰，,Important,Strong,Strong,correct,Strong->Strong,resume_extracted:19|resume_extracted:20|resume_extracted:30,resume_extracted:18|resume_extracted:19|resume_extracted:20|resume_extracted:resume:1:skills:4,True,True,False,False,True,True,"候选人搭建了潜客数据架构与自动化ETL,设计SQL触发器和归因逻辑,通过数据分析优化转化路径并建立KPI监控体系,展现出较高的数据敏感度和清晰的逻辑能力。",
tencent:2083093175941115904,腾讯视频-增长产品经理,腾讯,reqv2_7ed93fe4bb09d26f,通过数据分析驱动产品迭代,熟练通过数据分析与 AB 实验驱动产品迭代；,Important,Strong,Partial,incorrect,Strong->Partial,resume_extracted:19|resume_extracted:27|resume_extracted:resume:1:product_experience:9,resume_extracted:19|resume_extracted:20|resume_extracted:resume:1:product_experience:9,True,True,False,False,True,True,"候选人通过数据分析优化转化路径、建立KPI监控体系并为团队提供数据洞察,具备数据驱动产品迭代的基础能力。但简历中未明确提及具体的产品迭代案例或数据分析如何直接推动产品功能改进。",no_metric_or_outcome_downgrade
