scenario_id,scenario_category,job_id,requirement_id,requirement_type,requirement_text,expected_label,gt_rationale,scenario_requires_manual_review,human_review_status,human_label,human_notes
D07,partial_missing_boundary,synv2:D07,synreq_25d882a6c761,knowledge,了解大模型前沿研究方向与能力边界,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
D08,partial_missing_boundary,synv2:D08,synreq_547fc6b8bdef,matchable,有开放平台 / 插件生态 / MCP 建设经验,Missing,,False,pending,,
D08,partial_missing_boundary,synv2:D08,synreq_8d1917646a55,matchable,有完整的 LLM / 对话式 AI 产品从需求到上线的落地经历,Strong,"GoFin 完整落地：需求→设计→跨职能→迭代→上线 (ev 28,product_experience:9)",False,pending,,
D08,partial_missing_boundary,synv2:D08,synreq_c69da3f4ef27,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
D08,partial_missing_boundary,synv2:D08,synreq_1225d285a6b9,knowledge,了解插件协议与工具调用规范,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
E01,or_alternative,synv2:E01,synreq_d781fb760d3d,matchable,有 金融 或 保险 或 支付 行业经验（满足其一即可）,Strong,"支付/银行/金融产品/合规 (ev 16,24,26,domain_experience:0)",False,pending,,
E01,or_alternative,synv2:E01,synreq_84430e28d8c7,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
E01,or_alternative,synv2:E01,synreq_cfc223332bfe,subjective,对垂直行业 AI 落地有热情,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
E02,or_alternative,synv2:E02,synreq_fe5930fca38c,matchable,有 Agent 或 RAG 或 工作流自动化 经验（满足其一即可）,Strong,"对话式 Agent + RAG 产品实践 (ev 28,ai_experience:4)",False,pending,,
E02,or_alternative,synv2:E02,synreq_c24158660395,eligibility,1-3 年产品相关工作经验,Unknown,有实习 + Product Owner 经历，但冻结证据未量化正式任职年限，无明确冲突 → Unknown,False,pending,,
E02,or_alternative,synv2:E02,synreq_41bfff753273,knowledge,理解 Agent / RAG / workflow 的适用场景,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
E03,or_alternative,synv2:E03,synreq_024677d8c29f,matchable,熟练使用 SQL 或 Python 进行数据分析（满足其一即可）,Strong,"SQL 技能目录 + SQL 触发器/归因项目 (ev 18,skills:4)",False,pending,,
E03,or_alternative,synv2:E03,synreq_dda2f5dd234f,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
E03,or_alternative,synv2:E03,synreq_ce1464542aac,subjective,对数据分析有热情,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
E04,or_alternative,synv2:E04,synreq_8d61cb428347,matchable,有 对话式 AI 或 推荐 或 搜索 产品经验（满足其一即可）,Strong,"GoFin 完整落地：需求→设计→跨职能→迭代→上线 (ev 28,product_experience:9)",False,pending,,
E04,or_alternative,synv2:E04,synreq_bc108c23026a,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
E04,or_alternative,synv2:E04,synreq_ca4d1a428ec6,subjective,对 C 端产品有用户 sense,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
E05,or_alternative,synv2:E05,synreq_22f7ecf7215f,matchable,有 用户增长 或 用户运营 或 内容平台 经验（满足其一即可）,Strong,"KPay 增长策略/增长运营/转化优化 (ev 16,19,domain_experience:3)",False,pending,,
E05,or_alternative,synv2:E05,synreq_7bc5886dabdc,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
E05,or_alternative,synv2:E05,synreq_ebd547b7b284,subjective,对增长有热情,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
F01,compound,synv2:F01,synreq_37d1af10e82c,matchable,熟练使用 SQL 且 具备 A/B 实验设计与执行能力,Partial,,False,pending,,
F01,compound,synv2:F01,synreq_632d38360d21,matchable,熟练使用 SQL 进行数据分析,Strong,"SQL 技能目录 + SQL 触发器/归因项目 (ev 18,skills:4)",False,pending,,
F01,compound,synv2:F01,synreq_c8b386a4808e,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
F01,compound,synv2:F01,synreq_efc24d992121,knowledge,理解实验显著性与样本量估计,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
F02,compound,synv2:F02,synreq_1f3464006320,matchable,具备 Agent 设计能力 且 Agent 专项评测能力,Partial,"有模型性能评估与 Agent 产品测试，但无 Agent 专项评测体系 (ev ai_experience:11,28)",False,pending,,
F02,compound,synv2:F02,synreq_4fd7dcde1639,matchable,有完整的 LLM / 对话式 AI 产品从需求到上线的落地经历,Strong,"GoFin 完整落地：需求→设计→跨职能→迭代→上线 (ev 28,product_experience:9)",False,pending,,
F02,compound,synv2:F02,synreq_29696934cdd9,eligibility,3 年以上产品经验,PotentialGap,已验证为早期职业/应届+实习+单段 Product Owner，与‘3年以上正式工作经验’门槛存在明确冲突,False,pending,,
F02,compound,synv2:F02,synreq_c4cc61f162dc,knowledge,理解 Agent 的规划-执行-反思循环,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
F03,compound,synv2:F03,synreq_47385f8d6c6c,matchable,有企业级产品经验 且 完整商业化闭环经验,Partial,Product Owner 主导需求→交付，但无独立量化业务成果 (ev 28),False,pending,,
F03,compound,synv2:F03,synreq_8ffbff01ac78,matchable,具备跨职能协作与项目管理能力,Strong,"Product Owner：客户汇报/优先级/跨团队交付 (ev 28,product_experience:5)",False,pending,,
F03,compound,synv2:F03,synreq_ee75c36bd0e6,eligibility,3 年以上产品经验,PotentialGap,已验证为早期职业/应届+实习+单段 Product Owner，与‘3年以上正式工作经验’门槛存在明确冲突,False,pending,,
F03,compound,synv2:F03,synreq_70b0d8254b55,subjective,对商业化有热情,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
F04,compound,synv2:F04,synreq_fe17a08896da,matchable,具备 LLM 应用交付能力 且 模型精度调优能力,Partial,,False,pending,,
F04,compound,synv2:F04,synreq_e618fb152199,matchable,有完整的 LLM / 对话式 AI 产品从需求到上线的落地经历,Strong,"GoFin 完整落地：需求→设计→跨职能→迭代→上线 (ev 28,product_experience:9)",False,pending,,
F04,compound,synv2:F04,synreq_d3d62b85bc6a,eligibility,1-3 年产品相关工作经验,Unknown,有实习 + Product Owner 经历，但冻结证据未量化正式任职年限，无明确冲突 → Unknown,False,pending,,
F04,compound,synv2:F04,synreq_74f82d7b62f9,knowledge,了解精调与提示工程的适用边界,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
F05,compound,synv2:F05,synreq_fe1542987e0f,matchable,有数据开发经验 且 数据治理全流程经验,Partial,"有数据架构与自动化 ETL，但无数仓+数据治理全流程证据 (ev 18,technical_experience:8)",False,pending,,
F05,compound,synv2:F05,synreq_3e2e000439e9,matchable,熟练使用 SQL 进行数据分析,Strong,"SQL 技能目录 + SQL 触发器/归因项目 (ev 18,skills:4)",False,pending,,
F05,compound,synv2:F05,synreq_12f672f0a23b,eligibility,3 年以上产品经验,PotentialGap,已验证为早期职业/应届+实习+单段 Product Owner，与‘3年以上正式工作经验’门槛存在明确冲突,False,pending,,
F05,compound,synv2:F05,synreq_16cdb82a79f6,knowledge,了解元数据管理与数据血缘,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
G01,role_core_mismatch,synv2:G01,synreq_cf5e451d4830,matchable,有私域社群 / SCRM 运营经验,Missing,无私域社群/SCRM 运营经验,False,pending,,
G01,role_core_mismatch,synv2:G01,synreq_f5bac05335cd,matchable,有用户增长 / 转化优化经验,Strong,"KPay 增长策略/增长运营/转化优化 (ev 16,19,domain_experience:3)",False,pending,,
G01,role_core_mismatch,synv2:G01,synreq_ef192c577136,subjective,关注并使用 AI 工具辅助内容生成,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
G01,role_core_mismatch,synv2:G01,synreq_3852c42a6cc4,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
G02,role_core_mismatch,synv2:G02,synreq_9c358b111a90,matchable,有 B 端销售 / 渠道商务拓展经验,Missing,无 B 端销售/渠道商务拓展经验,False,pending,,
G02,role_core_mismatch,synv2:G02,synreq_f089f2e124b8,matchable,具备扎实的数据分析与逻辑思维能力,Strong,"KPI/业务分析/百万级数据/ML 项目 (ev 19,20,30)",False,pending,,
G02,role_core_mismatch,synv2:G02,synreq_30552875f6ba,subjective,了解 AI 产品的商业价值,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
G02,role_core_mismatch,synv2:G02,synreq_4b6ee92d879a,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
G03,role_core_mismatch,synv2:G03,synreq_a96918b29429,matchable,有智能硬件 / 终端产品从设计到量产的经验,Missing,无智能硬件/终端产品从设计到量产经验,False,pending,,
G03,role_core_mismatch,synv2:G03,synreq_f8aa192b0eb8,matchable,具备跨职能协作与项目管理能力,Strong,"Product Owner：客户汇报/优先级/跨团队交付 (ev 28,product_experience:5)",False,pending,,
G03,role_core_mismatch,synv2:G03,synreq_2c4e3b81eb68,subjective,对 AI + 硬件结合有思考,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
G03,role_core_mismatch,synv2:G03,synreq_2f111f324cbe,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
G04,role_core_mismatch,synv2:G04,synreq_466eeb553c56,matchable,有通用 C 端产品的需求分析与原型设计经验,Strong,"GoFin 流程/功能/迭代交付 (ev 28,product_experience:9)",False,pending,,
G04,role_core_mismatch,synv2:G04,synreq_48581ffa96c9,subjective,关注 AI 应用趋势，能借助 AI 优化基础工作,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
G04,role_core_mismatch,synv2:G04,synreq_ef230dd45024,eligibility,2027 届应届毕业生,Unknown,冻结证据未确认 2027 届具体毕业时间 → Unknown,False,pending,,
G05,role_core_mismatch,synv2:G05,synreq_897ad70e4214,matchable,有电商平台运营 / 供应链产品经验,Missing,无电商平台运营/供应链产品经验,False,pending,,
G05,role_core_mismatch,synv2:G05,synreq_786657332933,matchable,具备扎实的数据分析与逻辑思维能力,Strong,"KPI/业务分析/百万级数据/ML 项目 (ev 19,20,30)",False,pending,,
G05,role_core_mismatch,synv2:G05,synreq_e5310ce0da5e,subjective,使用 AI 工具提升运营效率,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
G05,role_core_mismatch,synv2:G05,synreq_759a4856ee93,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
G06,role_core_mismatch,synv2:G06,synreq_65fe4a960164,matchable,有战略咨询 / 商业分析 / 行业研究经验,Partial,"金融科技教育 + 基金/股票产品与证券相邻，不足以证明深刻理解 (ev 24,domain_experience:0)",False,pending,,
G06,role_core_mismatch,synv2:G06,synreq_4a2c31c2b7b8,matchable,具备扎实的数据分析与逻辑思维能力,Strong,"KPI/业务分析/百万级数据/ML 项目 (ev 19,20,30)",False,pending,,
G06,role_core_mismatch,synv2:G06,synreq_8b5b64c9e65c,subjective,关注 AI 行业动态,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
G06,role_core_mismatch,synv2:G06,synreq_97dbb8ea034b,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
G06,role_core_mismatch,synv2:G06,synreq_70921c2f8d5c,knowledge,了解常见的战略分析框架,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
