requirement_id,job_id,job_title,candidate_index,requirement_text,requirement_type_draft,importance_draft,review_status
v2real_ef567d713e6b,v2paste:1c2c780cb980a76a,产品经理（AI方向）,3,负责产品需求分析、方案设计、项目推进、数据分析及迭代优化,matchable,Important,pending
v2real_fc909d4ba957,v2paste:1c2c780cb980a76a,产品经理（AI方向）,4,深入挖掘用户需求和使用场景，结合数据反馈、用户反馈持续优化产品体验,matchable,Important,pending
v2real_132a66957539,v2paste:1c2c780cb980a76a,产品经理（AI方向）,5,跟进设计、研发、测试等团队进度，推动产品高质量落地,matchable,Important,pending
v2real_fe6169a5501c,v2paste:1c2c780cb980a76a,产品经理（AI方向）,6,参与 Al产品从0到1的探索和验证，支持新方向、新功能孵化,matchable,Important,pending
v2real_8e1125eb3eea,v2paste:1c2c780cb980a76a,产品经理（AI方向）,7,持续关注 AI 行业趋势、产品形态和用户变化，推动产品创新,matchable,Important,pending
v2real_9ab7f15041e7,v2paste:1c2c780cb980a76a,产品经理（AI方向）,8,本科及以上学历，专业不限，CET-4 及以上,eligibility,Critical,pending
v2real_7ba8f0d79150,v2paste:1c2c780cb980a76a,产品经理（AI方向）,9,有产品相关实习或工作经验，有互联网、工具、内容类产品经验优先,matchable,Preferred,pending
v2real_132bff587824,v2paste:1c2c780cb980a76a,产品经理（AI方向）,10,熟悉需求分析、流程图、原型、PRD 等产品基础工作,matchable,Important,pending
v2real_2d68a81ef607,v2paste:1c2c780cb980a76a,产品经理（AI方向）,11,有一定数据分析能力，能通过漏斗分析、用户分层等方法发现问题,matchable,Important,pending
v2real_40e54dce8912,v2paste:1c2c780cb980a76a,产品经理（AI方向）,12,对用户需求敏感，逻辑清晰，沟通表达能力强,matchable,Important,pending
v2real_f54da9af98bb,v2paste:1c2c780cb980a76a,产品经理（AI方向）,13,对 Al 产品有兴趣，关注主流 A 产品和行业趋势,matchable,Important,pending
v2real_8d3fe4780464,v2paste:1c2c780cb980a76a,产品经理（AI方向）,14,自驱力强，抗压能力好，适应快节奏迭代,matchable,Important,pending
v2real_106c6fe183c4,v2paste:1c2c780cb980a76a,产品经理（AI方向）,15,AIGC、内容平台、工具产品相关经验,matchable,Important,pending
v2real_73d6f5024673,v2paste:1c2c780cb980a76a,产品经理（AI方向）,16,深度使用过 ChatGPT、Gemini、豆包、扣子等 Al 产品,matchable,Important,pending
v2real_e49048f190c9,v2paste:1c2c780cb980a76a,产品经理（AI方向）,17,核心功能负责、用户增长或策略优化经验,matchable,Important,pending
v2real_1a194355e463,v2paste:1c2c780cb980a76a,产品经理（AI方向）,18,对 C 端产品有较强兴趣和用户 sense,matchable,Important,pending
v2real_83d2d0e02ead,v2paste:74c7e52f7d3795f1,产品经理,1,负责用户需求的调研、分析、评估和原型设计,matchable,Important,pending
v2real_771f943fd3df,v2paste:74c7e52f7d3795f1,产品经理,2,推动、协调产品功能的开发、测试和发布,matchable,Important,pending
v2real_bbb065a14bf3,v2paste:74c7e52f7d3795f1,产品经理,3,协助产品上线以后的BUG跟踪、收集改进意见、提供改进方案,matchable,Important,pending
v2real_01d10aea11b3,v2paste:74c7e52f7d3795f1,产品经理,4,定期对行业相关产品进行评估，并提出功能优化、用户体验升级等方面建议,matchable,Important,pending
v2real_963aabe3daff,v2paste:74c7e52f7d3795f1,产品经理,5,2026年9月-2027年8月毕业的27届应届生，本科及以上学历，专业不限,eligibility,Critical,pending
v2real_67dcfa5a8061,v2paste:74c7e52f7d3795f1,产品经理,6,有较强的逻辑思维能力、沟通协调能力，具备团队合作精神,matchable,Important,pending
v2real_790fbc851f5f,v2paste:74c7e52f7d3795f1,产品经理,7,了解用户体验的相关知识，会使用Axure、Visio、SQL等工具者优先,matchable,Preferred,pending
v2real_df9143338be0,v2paste:74c7e52f7d3795f1,产品经理,8,关注AI在工作中的实际应用，能借助AI拓展认知边界，优化基础工作,matchable,Important,pending
v2real_364f69465cb0,v2paste:74c7e52f7d3795f1,产品经理,9,热爱互联网和旅游行业,subjective,Important,pending
v2real_84e47b93a153,v2paste:1bcbc456132ab15e,游戏AI产品经理（北京）,1,挖掘AI产品在游戏中应用的场景，并将AI产品深度结合在游戏体验中,matchable,Important,pending
v2real_d2e91437dbe7,v2paste:1bcbc456132ab15e,游戏AI产品经理（北京）,2,负责项目交付，包括制定目标、协调开发、测试、设计等团队，确保产品按时、高质量上线，并回收数据,matchable,Important,pending
v2real_45e2bfd0d8e3,v2paste:1bcbc456132ab15e,游戏AI产品经理（北京）,3,通过数据分析工具，监测产品及策略效果，根据数据结果不断调整和优化产品策略,matchable,Important,pending
v2real_2d872985ffc4,v2paste:1bcbc456132ab15e,游戏AI产品经理（北京）,4,2027届应届毕业生，硕士以上学历，计算机科学、软件工程、数据科学等相关专业优先,eligibility,Preferred,pending
v2real_d7500ae68f7d,v2paste:1bcbc456132ab15e,游戏AI产品经理（北京）,5,有充分的游戏体验经历，热爱游戏行业，热爱人工智能技术，热爱解决问题，热爱产品，热爱学习,matchable,Important,pending
v2real_9c5dd8550cf4,v2paste:1bcbc456132ab15e,游戏AI产品经理（北京）,6,对AI有热情，对AI相关应用(包括LLM、Agent、数字人、推荐等)认知清晰，并了解相关技术原理,knowledge,Important,pending
v2real_efb83011ab12,v2paste:1bcbc456132ab15e,游戏AI产品经理（北京）,7,逻辑清晰，对数据敏感，善于主动思考，能通过数据形成清晰的产品观点,matchable,Important,pending
v2real_6b4ea8791334,v2paste:1bcbc456132ab15e,游戏AI产品经理（北京）,8,有较好的文档梳理沉淀的习惯，有大型项目交付经验，有平台产品设计经验,matchable,Important,pending
v2real_3a806b15dbe8,v2paste:1bcbc456132ab15e,游戏AI产品经理（北京）,9,专注、精益求精、时间规划能力强、有强烈的探索精神及深入思考的能力,matchable,Important,pending
v2real_297dc956d2e2,v2paste:1bcbc456132ab15e,游戏AI产品经理（北京）,10,具有良好的沟通、逻辑思维、数据分析、语言表达能力，关注行业内先进技术和趋势,matchable,Important,pending
